,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
387,nsunga,-1.14,31.39,60.84,88,20,0.69,TZ,1596853674
388,dubrajpur,23.8,87.38,86.41,70,100,5.46,IN,1596853674
389,yei,4.09,30.68,65.39,96,98,2.1,SS,1596853674
390,heihe,50.24,127.49,69.8,73,40,11.18,CN,1596853674
391,nurota,40.56,65.69,75.2,38,0,4.7,UZ,1596853674
392,lagos,6.58,3.75,71.6,94,20,4.54,NG,1596853375
393,lavrentiya,65.58,-171.0,46.45,68,51,8.57,RU,1596853674
394,flin flon,54.77,-101.86,73.26,63,83,10.29,CA,1596853674
395,singosari,-7.89,112.67,81.91,52,100,2.19,ID,1596853674
396,gusinoye ozero,51.11,106.26,60.73,75,100,4.54,RU,1596853674
397,aktau,43.65,51.2,71.6,88,0,8.95,KZ,1596853675
398,beloha,-25.17,45.05,56.89,78,0,4.79,MG,1596853675
399,saint-joseph,-21.37,55.62,66.2,59,20,9.17,RE,1596853675
400,latung,5.5,120.88,83.34,82,75,14.52,PH,1596853675
401,magapit,18.11,121.68,87.84,65,40,1.83,PH,1596853675
402,trimbak,19.93,73.55,69.84,100,99,15.28,IN,1596853675
403,husavik,66.04,-17.34,48.2,81,90,5.82,IS,1596853434
404,itarema,-2.92,-39.92,77.85,80,0,14.7,BR,1596853675
405,zhigansk,66.77,123.37,63.21,49,83,14.83,RU,1596853675
406,salinopolis,-0.61,-47.36,79.57,81,3,10.6,BR,1596853675
407,chase,50.82,-119.69,66.0,57,100,5.17,CA,1596853489
408,mount gambier,-37.83,140.77,53.6,76,90,19.46,AU,1596853675
409,grand-lahou,5.14,-5.02,73.08,87,100,8.01,CI,1596853676
410,antofagasta,-23.65,-70.4,59.0,77,90,5.82,CL,1596853505
411,helsingor,56.04,12.61,60.01,77,57,5.82,DK,1596853676
412,maltahohe,-24.83,16.98,43.21,57,0,5.75,NA,1596853676
413,prince albert,53.2,-105.77,62.6,63,40,12.75,CA,1596853436
414,kapit,2.02,112.93,89.71,58,3,1.48,MY,1596853676
415,raudeberg,61.99,5.14,64.99,88,100,11.41,NO,1596853676
416,pachino,36.72,15.09,68.0,78,0,8.28,IT,1596853676
417,newala,-10.94,39.28,57.38,100,0,1.95,TZ,1596853676
418,vitim,59.45,112.56,75.83,45,0,9.4,RU,1596853676
419,istanbul,41.04,28.98,77.0,83,75,8.05,TR,1596853457
420,araouane,18.9,-3.53,96.3,28,16,13.94,ML,1596853676
421,charlottesville,38.03,-78.48,75.2,88,1,1.68,US,1596853410
422,sarkand,45.41,79.92,75.25,25,2,2.75,KZ,1596853677
423,svetlaya,46.54,138.33,61.52,83,100,6.67,RU,1596853677
424,acarau,-2.89,-40.12,77.67,80,0,15.46,BR,1596853677
425,isabela,6.71,121.97,86.0,74,40,5.82,PH,1596853677
426,koson,39.04,65.58,75.2,41,0,9.17,UZ,1596853677
427,kavaratti,10.57,72.64,81.93,79,100,21.18,IN,1596853438
428,kupino,54.37,77.3,68.41,71,0,5.66,RU,1596853677
429,ust-tsilma,65.44,52.15,52.74,89,100,4.0,RU,1596853639
430,pringsewu,-5.36,104.97,82.53,77,47,0.81,ID,1596853677
431,cabo san lucas,22.89,-109.91,87.01,69,5,11.41,MX,1596853677
432,kita,13.03,-9.49,74.3,96,100,4.07,ML,1596853677
433,pabrade,55.0,25.78,64.4,77,28,1.12,LT,1596853678
434,sobolevo,54.43,31.9,62.08,87,93,2.98,RU,1596853678
435,rossland,49.08,-117.8,66.0,65,23,1.99,CA,1596853678
436,nanfeng,23.74,111.8,90.01,61,100,1.79,CN,1596853678
437,bouar,5.93,15.6,63.59,98,97,2.95,CF,1596853678
438,mao,39.89,4.27,68.0,88,0,2.46,ES,1596853678
439,venado tuerto,-33.75,-61.97,53.01,80,100,5.99,AR,1596853678
440,boa viagem,-5.13,-39.73,69.87,70,1,3.04,BR,1596853678
441,birin,26.89,88.07,82.4,88,75,1.12,NP,1596853678
442,storsteinnes,69.24,19.23,51.8,100,75,8.05,NO,1596853678
443,ust-nera,64.57,143.2,72.63,32,100,9.28,RU,1596853428
444,walvis bay,-22.96,14.51,55.4,87,0,8.05,NA,1596853678
445,sao filipe,14.9,-24.5,77.88,88,41,11.18,CV,1596853679
446,najran,17.49,44.13,80.6,44,100,9.17,SA,1596853679
447,shumskiy,54.83,99.13,63.66,85,51,7.29,RU,1596853679
448,wahpeton,46.27,-96.61,77.0,88,40,5.82,US,1596853679
449,romitan,39.93,64.38,75.2,47,0,4.7,UZ,1596853679
450,asfi,32.3,-9.24,70.32,89,1,12.53,MA,1596853679
451,borgo san dalmazzo,44.33,7.49,62.6,100,0,4.7,IT,1596853679
452,kozhva,65.11,57.05,52.59,77,99,7.16,RU,1596853679
453,thunder bay,48.4,-89.32,68.0,88,90,5.82,CA,1596853679
454,wiarton,44.74,-81.13,62.01,93,5,3.36,CA,1596853679
455,muros,42.78,-9.06,66.99,79,2,5.01,ES,1596853679
456,kiruna,67.86,20.23,50.0,87,13,4.7,SE,1596853564
457,ust-kut,56.79,105.77,74.26,46,0,7.29,RU,1596853392
458,buzmeyin,38.05,58.21,77.0,41,20,9.17,TM,1596853680
459,quatre cocos,-20.21,57.76,64.4,88,40,3.36,MU,1596853680
460,waddan,29.16,16.14,73.45,69,0,4.36,LY,1596853680
461,cherdyn,60.4,56.48,54.75,86,64,7.18,RU,1596853680
462,kloulklubed,7.04,134.26,84.2,74,90,15.21,PW,1596853680
463,noumea,-22.28,166.46,78.8,54,1,8.05,NC,1596853680
464,cockburn town,21.46,-71.14,82.44,78,0,16.69,TC,1596853680
465,pamekasan,-7.16,113.47,82.94,61,100,6.91,ID,1596853680
466,worland,44.02,-107.96,84.2,23,1,6.93,US,1596853681
467,shumyachi,53.86,32.42,59.43,91,68,3.36,RU,1596853681
468,marolambo,-20.05,48.12,62.08,90,98,2.04,MG,1596853682
469,alice town,25.72,-79.3,84.81,71,0,9.44,BS,1596853682
470,provideniya,64.38,-173.3,51.35,58,66,6.85,RU,1596853418
471,mandalgovi,45.76,106.27,61.05,51,73,8.55,MN,1596853682
472,ampanihy,-24.7,44.75,55.98,76,0,5.73,MG,1596853682
473,vilcun,-38.65,-72.23,39.99,77,52,1.5,CL,1596853682
474,chuy,-33.7,-53.46,56.07,97,100,6.44,UY,1596853419
475,santa cruz,-17.8,-63.17,69.8,77,0,2.24,BO,1596853386
476,nome,64.5,-165.41,59.0,71,90,12.75,US,1596853682
477,hendek,40.8,30.75,66.2,100,40,2.89,TR,1596853682
478,milkovo,54.72,158.62,67.03,62,100,2.48,RU,1596853682
479,pochutla,15.74,-96.47,80.01,85,100,5.23,MX,1596853682
480,torbay,47.67,-52.73,66.2,77,75,10.29,CA,1596853411
481,dali,25.7,100.18,67.05,84,100,2.66,CN,1596853683
482,severo-kurilsk,50.68,156.12,53.47,93,100,24.52,RU,1596853407
483,krasnyy chikoy,50.36,108.75,56.03,87,76,4.5,RU,1596853683
484,deputatskiy,69.3,139.9,58.26,53,19,15.55,RU,1596853683
485,zhigalovo,54.81,105.16,62.01,87,99,2.44,RU,1596853683
486,talcahuano,-36.72,-73.12,46.4,100,89,4.7,CL,1596853683
487,toora-khem,52.47,96.11,53.78,86,100,2.26,RU,1596853683
488,qaqortoq,60.72,-46.03,44.6,87,100,5.82,GL,1596853683
489,chippewa falls,44.94,-91.39,75.2,60,1,11.41,US,1596853719
490,kafanchan,9.58,8.3,65.3,97,99,2.1,NG,1596853683
491,gamba,-2.65,10.0,73.42,81,100,5.39,GA,1596853459
492,westport,41.14,-73.36,73.4,78,75,5.82,US,1596853683
493,bengkulu,-3.8,102.27,82.72,75,53,1.92,ID,1596853437
494,yevpatoriya,45.2,33.36,77.27,60,0,15.05,UA,1596853683
495,guiratinga,-16.35,-53.76,68.61,39,0,4.7,BR,1596853684
496,mangrol,21.12,70.12,83.43,80,100,22.75,IN,1596853684
497,broken hill,-31.95,141.43,44.6,87,32,12.75,AU,1596853684
498,rivers,50.03,-100.24,75.2,83,75,6.93,CA,1596853684
499,tupik,54.43,119.93,54.57,92,100,4.32,RU,1596853684
500,bastrop,32.76,-91.87,77.0,94,1,4.7,US,1596853684
501,kintampo,8.06,-1.73,68.92,90,100,5.3,GH,1596853684
502,enkoping,59.64,17.08,62.6,82,38,5.06,SE,1596853684
503,la ronge,55.1,-105.28,62.6,88,90,10.29,CA,1596853684
504,petropavlovsk-kamchatskiy,53.05,158.65,53.6,100,90,8.95,RU,1596853684
505,ranong,9.97,98.63,82.4,94,75,8.81,TH,1596853684
506,uromi,6.7,6.33,65.82,100,93,4.09,NG,1596853684
507,outjo,-20.12,16.15,54.59,36,0,8.5,NA,1596853684
508,gulbarga,17.33,76.83,76.53,85,58,12.57,IN,1596853685
509,berlevag,70.86,29.09,51.17,88,80,9.28,NO,1596853685
510,rosarito,32.33,-117.03,71.01,73,5,8.05,MX,1596853685
511,palasbari,26.14,91.55,86.0,100,75,3.51,IN,1596853685
512,sistranda,63.73,8.83,57.2,100,75,5.82,NO,1596853685
513,safaga,26.73,33.94,87.8,35,93,9.17,EG,1596853685
514,quang ngai,15.12,108.8,88.18,62,40,1.77,VN,1596853631
515,verkhnyaya inta,65.98,60.31,52.88,80,100,7.72,RU,1596853685
516,hofn,64.25,-15.21,51.67,87,19,10.6,IS,1596853685
517,puerto asis,0.51,-76.5,72.55,79,100,1.28,CO,1596853685
518,daru,-9.08,143.21,81.27,80,48,8.5,PG,1596853685
519,otjimbingwe,-22.35,16.13,52.63,40,0,5.55,NA,1596853685
520,igarka,67.47,86.58,60.19,71,100,4.34,RU,1596853686
521,karatuzskoye,53.61,92.87,60.51,87,96,3.65,RU,1596853686
522,shache,38.42,77.24,88.77,14,0,3.09,CN,1596853576
523,naryan-mar,67.67,53.09,50.77,91,99,7.96,RU,1596853686
524,apollonia,36.97,24.72,73.99,83,0,4.7,GR,1596853686
525,verkh-usugli,52.7,115.17,55.2,99,100,2.73,RU,1596853686
526,bang saphan,11.21,99.51,80.6,88,75,5.82,TH,1596853686
527,lincoln,40.8,-96.67,80.6,74,1,14.99,US,1596853686
528,yemelyanovo,56.17,92.68,66.2,88,98,11.18,RU,1596853686
529,xinyu,27.8,114.93,84.38,77,100,9.82,CN,1596853686
530,curup,-3.47,102.53,78.62,67,15,2.06,ID,1596853687
531,denpasar,-8.65,115.22,80.6,94,20,13.87,ID,1596853656
532,tautira,-17.73,-149.15,82.4,61,75,14.99,PF,1596853687
533,ust-omchug,61.15,149.63,73.83,23,0,5.68,RU,1596853687
534,grootfontein,-19.57,18.12,43.9,59,0,3.83,NA,1596853687
535,auki,-8.77,160.7,86.72,64,100,8.19,SB,1596853687
536,siilinjarvi,63.08,27.67,60.8,93,35,2.24,FI,1596853687
537,ijui,-28.39,-53.91,60.3,80,6,6.2,BR,1596853687
538,huarmey,-10.07,-78.15,59.61,86,0,6.22,PE,1596853687
539,balikpapan,-1.27,116.83,84.2,83,40,5.82,ID,1596853687
540,ketchikan,55.34,-131.65,59.0,82,90,9.17,US,1596853687
541,mehamn,71.04,27.85,50.7,90,56,9.44,NO,1596853687
542,carmen de apicala,4.15,-74.72,80.38,51,82,1.54,CO,1596853688
543,uyuni,-20.46,-66.83,43.74,49,0,2.73,BO,1596853688
544,tsiroanomandidy,-18.77,46.03,56.91,95,2,2.77,MG,1596853688
545,shieli,44.17,66.75,76.69,31,0,10.45,KZ,1596853688
546,turayf,31.67,38.66,77.0,36,0,11.41,SA,1596853688
547,jamame,0.07,42.75,73.99,72,5,13.04,SO,1596853688
548,poum,-20.23,164.02,70.95,70,73,5.73,NC,1596853688
549,ponta do sol,32.67,-17.1,71.6,78,20,2.24,PT,1596853688
550,kaeo,-35.1,173.78,59.0,3,54,11.99,NZ,1596853688
551,knysna,-34.04,23.05,39.2,80,100,4.7,ZA,1596853688
552,bandar,2.05,99.75,85.98,57,82,1.52,ID,1596853688
553,itarantim,-15.66,-40.07,61.56,95,14,2.48,BR,1596853688
554,penzance,50.12,-5.54,61.0,100,1,11.41,GB,1596853688
555,lukovetskiy,64.3,41.92,57.2,100,20,2.24,RU,1596853689
556,makakilo city,21.35,-158.09,89.6,52,75,9.17,US,1596853468
557,fukue,32.69,128.84,84.2,89,75,14.99,JP,1596853689
558,san jacinto,33.78,-116.96,82.0,29,0,1.01,US,1596853689
559,repatriacion,-25.53,-55.95,64.06,59,62,5.14,PY,1596853689
560,ende,-8.84,121.66,83.19,52,100,3.2,ID,1596853689
561,la reforma,25.08,-108.05,87.01,71,7,4.0,MX,1596853474
562,taltal,-25.4,-70.48,55.11,79,39,1.77,CL,1596853689
563,birao,10.28,22.79,70.38,96,94,4.25,CF,1596853573
564,bonavista,48.65,-53.11,61.0,85,17,3.0,CA,1596853689
565,aykhal,66.0,111.5,64.4,68,1,2.24,RU,1596853689
566,iowa city,41.66,-91.53,75.2,69,1,10.29,US,1596853689
567,dhidhdhoo,6.88,73.1,82.45,75,100,16.89,MV,1596853466
568,san felipe,10.34,-68.74,73.0,91,66,1.48,VE,1596853689
569,taksimo,56.34,114.88,65.86,69,100,2.48,RU,1596853425
